commodity_name,state,district,market,min_price,max_price,modal_price,date
Groundnut,Tamil Nadu,Villupuram,Gingee,56.98,68.61,62.79,11/22/2019
Groundnut,Tamil Nadu,Cuddalore,Shrimushnam,66.04,72.64,70.28,11/22/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,61.11,77.36,69.23,11/22/2019
Groundnut,Tamil Nadu,Vellore,Vellore,61.11,79.06,75,11/22/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,61.11,61.11,61.11,11/22/2019
Groundnut,Tamil Nadu,Cuddalore,Virudhachalam,61.62,79.61,69.81,11/22/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,56.48,74.86,66.23,11/22/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,44.98,55.93,52.8,11/22/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,67.44,78,69.38,12/3/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,48.74,72.36,66.83,12/3/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,55,66.74,63.24,11/7/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,58.5,73.25,63.36,12/13/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,63.39,77.19,70.28,12/13/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,55,60,55.4,12/13/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,65.63,73.74,69.38,12/13/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,58.61,71.36,66.38,12/13/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,66.11,83.36,66.13,12/13/2019
Groundnut,Tamil Nadu,Vellore,Vellore,58.99,73.36,72,12/13/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,55.5,59.3,59.3,12/13/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,67.86,68.36,67.98,12/13/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,52.61,76.41,64.51,12/9/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,57.99,71.25,65.23,12/9/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,59.87,67.23,63.9,11/15/2019
Groundnut,Tamil Nadu,Vellore,Vellore,55.05,75.86,70,11/15/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,40.5,58.73,48.23,11/15/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,55.5,58.5,57.5,11/8/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,61.11,69.11,62.63,11/8/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,45.36,69.99,57.68,11/8/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,56,58.5,57,11/11/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,65,66.25,65.75,11/28/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,57.88,62.11,60.61,11/21/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,57.49,77.99,66.24,12/17/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,57.75,70.49,66.11,12/17/2019
Groundnut,Tamil Nadu,Erode,Anthiyur,41.39,55,48.7,12/26/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,60.86,64.62,62.55,12/26/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,53.5,54.5,54,12/26/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,54.62,72.07,69.32,11/11/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,51.49,67.11,63.29,11/11/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,62.86,76.25,69.55,11/11/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,44.75,51.33,46.75,11/11/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,63.24,70.61,66.93,12/31/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,54.62,65.57,63.25,12/2/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,57.44,71.66,66.86,12/2/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,62.36,70.99,67.24,12/2/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,51.49,77.36,64.43,11/18/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,55,59,57,11/18/2019
Groundnut,Tamil Nadu,Ariyalur,Ariyalur Market,48.9,51,49.5,12/16/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,50.37,66.48,64.86,12/3/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,54.02,66.98,63.88,12/3/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,64.24,71.66,67.95,12/3/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,62.36,69.99,66.18,12/3/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Arani,50.58,50.6,50.59,11/19/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,53.24,75.83,64.54,11/19/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,55,59,56,11/19/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,51.79,98.26,72.52,11/15/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,66.36,83.73,75.04,11/15/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,51.24,80.16,65.7,12/10/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,55.86,67.11,61.49,12/10/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,54.73,66.87,65.35,11/12/2019
Groundnut,Tamil Nadu,Villupuram,Sangarapuram,67,67,67,11/12/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,58.73,79.23,68.98,11/12/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,45.47,54.05,49.23,11/12/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,50.12,66.36,63.9,12/2/2019
Groundnut,Tamil Nadu,Villupuram,Sangarapuram,70.11,70.11,70.11,12/2/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,63.48,78.61,71.04,12/2/2019
Groundnut,Tamil Nadu,Vellore,Vellore,65,79.38,70,12/2/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,53.85,58.85,55,12/2/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,57.61,72,64.81,11/22/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,55,58.5,56.5,11/22/2019
Groundnut,Tamil Nadu,Coimbatore,Anaimalai,50,55,52,11/26/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,58.75,72.49,65.63,11/26/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,58.6,67.08,64.32,11/13/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,57.16,71.62,64.39,11/13/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,65.11,72.36,68.73,11/13/2019
Groundnut,Tamil Nadu,Vellore,Vellore,64.12,72,70,11/13/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,61,67.5,64.23,12/23/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,53.72,65.86,62.98,12/4/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,55,57,56,12/4/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,60.13,67.41,63.83,11/11/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,56.79,70.2,65,11/13/2019
Groundnut,Tamil Nadu,Vellore,Gudiyatham,43,50.73,47,11/13/2019
Groundnut,Tamil Nadu,Cuddalore,Panruti,42.29,52.86,42.29,11/26/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,64.13,75.86,65.36,11/29/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,57.61,77.74,67.68,12/30/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,50.37,67.11,64.76,11/25/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,62.9,73.94,67.36,11/25/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,55.24,69.7,55.84,11/25/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,61.37,67.11,64.23,12/16/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,45.15,66.86,62.98,12/16/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,61.49,72.36,66.25,12/16/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,68.36,79.7,73.13,12/16/2019
Groundnut,Tamil Nadu,Vellore,Vellore,66.49,81.5,80,12/16/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,57.61,68.53,63.08,12/27/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,55.88,65,60.88,12/27/2019
Groundnut,Tamil Nadu,Cuddalore,Shrimushnam,64.11,68.9,67.11,12/9/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,54.11,67.74,62.66,12/30/2019
Groundnut,Tamil Nadu,Vellore,Vellore,68.24,78.13,75,12/30/2019
Groundnut,Tamil Nadu,Vellore,Vellore,65.5,79.5,78,12/3/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,62.74,66.36,64.55,12/3/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,64.95,76.24,72.49,12/16/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,50.12,69.96,64.11,12/17/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,59.92,70.15,67.18,12/17/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,55.86,71.61,63.74,12/17/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,55.5,56.5,56.2,12/17/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,62.23,71.36,66.79,12/17/2019
Groundnut,Tamil Nadu,Vellore,Vellore,60.83,82.25,81,12/17/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,42.85,61.73,55.73,12/17/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,61.25,65.61,64.61,12/23/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,65.74,74.63,68.75,12/26/2019
Groundnut,Tamil Nadu,Cuddalore,Virudhachalam,42.52,87.61,70.86,12/26/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,55,57.5,56,12/3/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,51.24,67.66,59.45,12/2/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,56,57.5,57,12/2/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,43.07,65.61,62.4,12/30/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,65.19,78.61,71.9,12/30/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,52.61,67.74,61.23,12/30/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,60.86,73.75,67.3,12/30/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,61.03,65.4,63.93,12/30/2019
Groundnut,Tamil Nadu,Salem,Kolathur,58,60,59,12/7/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,65.36,78.73,72.04,12/5/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,51.12,68.86,65.11,12/6/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,51.52,66.36,63.22,12/6/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,67.83,78.98,73.4,12/6/2019
Groundnut,Tamil Nadu,Vellore,Vellore,57.33,84.36,80,12/6/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,57.43,62.15,57.57,12/6/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,68.49,79.74,73.49,11/27/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,57.11,73.86,65.49,12/4/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,57.64,72.61,67.49,12/4/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,57.73,65.86,63.19,12/5/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,55.86,65.86,60.86,12/5/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,68.61,84.61,76.61,12/18/2019
Groundnut,Tamil Nadu,Vellore,Vellore,67.36,80.21,80,12/18/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,56.73,61.98,57.8,12/18/2019
Groundnut,Tamil Nadu,Ariyalur,Ariyalur Market,48.9,51,49,12/4/2019
Groundnut,Tamil Nadu,Villupuram,Sangarapuram,60.4,68.74,68.74,12/16/2019
